model,split,n_rows,rmse,qlike,corr,actual_std,pred_std,pred_mean,n_qubits,h,seed,features,effective_rank,elapsed_feature_seconds,q80_precision,q80_recall,q80_f1,q80_pred_rate,q90_precision,q90_recall,q90_f1,q90_pred_rate,q95_precision,q95_recall,q95_f1,q95_pred_rate,top20_pred_actual_ratio
TFIM_8q_h1_seed1,val,500,0.05532485661668621,-2.7948092581147246,0.049723405299433525,0.0542449043115403,0.008961283102933355,0.12572287520521538,8,1.0,1,36,27.179218326229933,56.44041919708252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TFIM_8q_h1_seed1,test,700,0.1617957717212877,-0.54847054773089,0.1935965723951494,0.14797582618463517,0.007839389912000443,0.124833621876857,8,1.0,1,36,27.179218326229933,56.44041919708252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31116551523803126
TFIM_8q_h1_seed2,train,1600,0.057964372687586696,-2.8309126489521153,0.618644053738095,0.06876837833520376,0.024806771054865468,0.12892074729071284,8,1.0,2,36,29.373788469450382,56.74806594848633,0.10526315789473684,0.00625,0.011799410029498525,0.011875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TFIM_8q_h1_seed2,val,500,0.05469603005386464,-2.8619648456789,0.15894344469725943,0.0542449043115403,0.011080195447348892,0.14585320558003598,8,1.0,2,36,29.373788469450382,56.74806594848633,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TFIM_8q_h1_seed2,test,700,0.1596862927951117,-0.6814280269904792,0.010184683085469735,0.14797582618463517,0.012461963657186678,0.1341267479648793,8,1.0,2,36,29.373788469450382,56.74806594848633,0.0,0.0,0.0,0.002857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3358574030819851
TFIM_10q_h0.2_seed0,train,1600,0.0587000316042828,-2.799184754874444,0.5508695999595966,0.06876837833520376,0.0311219499886526,0.12985650917728944,10,0.2,0,55,27.95396001830115,392.56657886505127,0.6631578947368421,0.196875,0.3036144578313253,0.059375,0.55,0.1375,0.22,0.025,0.3333333333333333,0.0125,0.024096385542168676,0.001875,
TFIM_10q_h0.2_seed0,val,500,0.09158666021782078,-2.665154665695938,0.33985067859066187,0.0542449043115403,0.03494061303614535,0.2092660573945637,10,0.2,0,55,27.95396001830115,392.56657886505127,0.19875776397515527,0.7710843373493976,0.3160493827160494,0.644,0.08080808080808081,0.42105263157894735,0.13559322033898305,0.396,0.03529411764705882,0.15,0.05714285714285714,0.17,
TFIM_10q_h0.2_seed0,test,700,0.14414093209578882,-1.6200137106386612,0.3408420271408047,0.14797582618463517,0.028621940898675757,0.16237663696448143,10,0.2,0,55,27.95396001830115,392.56657886505127,0.5922330097087378,0.23828125,0.3398328690807799,0.14714285714285713,0.5405405405405406,0.10471204188481675,0.17543859649122806,0.05285714285714286,0.7058823529411765,0.08450704225352113,0.1509433962264151,0.024285714285714285,0.44816931201018306
TFIM_10q_h0.2_seed1,train,1600,0.058832823971050906,-2.8208871357145875,0.553049895442577,0.06876837833520376,0.02942944292997892,0.1299206427179151,10,0.2,1,55,28.016656948136657,318.6980800628662,0.574468085106383,0.084375,0.14713896457765668,0.029375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TFIM_10q_h0.2_seed1,val,500,0.08313586720811289,-2.6997936586481464,0.2551619727541602,0.0542449043115403,0.013999859309449504,0.19951910874414858,10,0.2,1,55,28.016656948136657,318.6980800628662,0.1763085399449036,0.7710843373493976,0.28699551569506726,0.726,0.10144927536231885,0.18421052631578946,0.1308411214953271,0.138,0.0,0.0,0.0,0.0,
TFIM_10q_h0.2_seed1,test,700,0.1456908956350962,-1.729725345553109,0.30850658652297913,0.14797582618463517,0.008852881229015501,0.18548622577096036,10,0.2,1,55,28.016656948136657,318.6980800628662,0.4126984126984127,0.203125,0.27225130890052357,0.18,0.6153846153846154,0.041884816753926704,0.0784313725490196,0.018571428571428572,0.0,0.0,0.0,0.0,0.47246192672939324
TFIM_10q_h0.2_seed2,train,1600,0.05842863526055991,-2.7758928770698876,0.5596681837624405,0.06876837833520376,0.031028274820249155,0.12964095259323336,10,0.2,2,55,27.999063382778097,318.8873620033264,0.6636363636363637,0.228125,0.3395348837209302,0.06875,0.6,0.20625,0.30697674418604654,0.034375,0.8125,0.1625,0.2708333333333333,0.01,
TFIM_10q_h0.2_seed2,val,500,0.054241735353226427,-2.8674912829769412,0.2718098857280482,0.0542449043115403,0.016845804558010522,0.1495982462933664,10,0.2,2,55,27.999063382778097,318.8873620033264,0.7142857142857143,0.12048192771084337,0.20618556701030927,0.028,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,
TFIM_10q_h0.2_seed2,test,700,0.15561481055506277,-1.033376977246403,0.3318504328937642,0.14797582618463517,0.014267576856102299,0.13385908861174522,10,0.2,2,55,27.999063382778097,318.8873620033264,1.0,0.0234375,0.04580152671755725,0.008571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34928306788090563
TFIM_10q_h0.5_seed0,train,1600,0.057556792359900105,-2.8226626306046354,0.5879491359700775,0.06876837833520376,0.02989778704757203,0.129783285641345,10,0.5,0,55,30.557651673549714,320.74573707580566,0.7428571428571429,0.1625,0.26666666666666666,0.04375,0.6470588235294118,0.06875,0.12429378531073447,0.010625,1.0,0.025,0.04878048780487805,0.00125,
TFIM_10q_h0.5_seed0,val,500,0.08910305626322705,-2.678203832012892,0.3325065710407102,0.0542449043115403,0.0309404195654002,0.2068192335146636,10,0.5,0,55,30.557651673549714,320.74573707580566,0.2168284789644013,0.8072289156626506,0.34183673469387754,0.618,0.10734463276836158,0.5,0.17674418604651163,0.354,0.038461538461538464,0.15,0.061224489795918366,0.156,
TFIM_10q_h0.5_seed0,test,700,0.13967033610310278,-1.7655830584135395,0.46745385930693784,0.14797582618463517,0.026409605913385852,0.1693479916283805,10,0.5,0,55,30.557651673549714,320.74573707580566,0.6111111111111112,0.2578125,0.3626373626373626,0.15428571428571428,0.7352941176470589,0.13089005235602094,0.2222222222222222,0.04857142857142857,0.9473684210526315,0.1267605633802817,0.2236024844720497,0.027142857142857142,0.4728423835853702
TFIM_10q_h0.5_seed1,train,1600,0.05352444812342428,-2.905467757374366,0.665706756385763,0.06876837833520376,0.03354802849120249,0.13109920378698603,10,0.5,1,55,31.352190623654856,404.1018388271332,0.19047619047619047,0.0125,0.02346041055718475,0.013125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TFIM_10q_h0.5_seed1,val,500,0.07017670541685538,-2.776111474174783,-0.2941346197521203,0.0542449043115403,0.00615544669241525,0.1768247136504907,10,0.5,1,55,31.352190623654856,404.1018388271332,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TFIM_10q_h0.5_seed1,test,700,0.15125596106165143,-1.4415712673319803,-0.49810638991534323,0.14797582618463517,0.004457367887347773,0.17570985830779823,10,0.5,1,55,31.352190623654856,404.1018388271332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4278194422026529
TFIM_10q_h0.5_seed2,train,1600,0.057755016174315235,-2.797793754262074,0.6032071264626042,0.06876837833520376,0.027188586026998782,0.12906122267064277,10,0.5,2,55,30.61390125246861,425.4260609149933,0.7241379310344828,0.196875,0.3095823095823096,0.054375,0.8846153846153846,0.14375,0.24731182795698925,0.01625,1.0,0.025,0.04878048780487805,0.00125,
TFIM_10q_h0.5_seed2,val,500,0.06282689285830445,-2.8222033975507967,0.199402065864879,0.0542449043115403,0.012959549339142408,0.16843951614283353,10,0.5,2,55,30.61390125246861,425.4260609149933,0.4642857142857143,0.1566265060240964,0.23423423423423423,0.056,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,
TFIM_10q_h0.5_seed2,test,700,0.14954379222266562,-1.4557109613974364,0.24682658252165893,0.14797582618463517,0.01582327145823271,0.15612128194431535,10,0.5,2,55,30.61390125246861,425.4260609149933,0.5806451612903226,0.0703125,0.1254355400696864,0.04428571428571428,0.5,0.02617801047120419,0.04975124378109453,0.014285714285714285,0.0,0.0,0.0,0.0,0.40247828055824364
TFIM_10q_h1_seed0,train,1600,0.05403967212193262,-2.894061850568437,0.6678019999446129,0.06876837833520376,0.03156873356181434,0.13044973305481466,10,1.0,0,55,43.05660637557453,440.39380288124084,0.5789473684210527,0.06875,0.12290502793296089,0.02375,0.0,0.0,0.0,0.000625,0.0,0.0,0.0,0.0,
TFIM_10q_h1_seed0,val,500,0.06364309879926894,-2.8179640386841682,0.03831042904031892,0.0542449043115403,0.012592986496615938,0.1666657657430692,10,1.0,0,55,43.05660637557453,440.39380288124084,0.043478260869565216,0.012048192771084338,0.018867924528301886,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TFIM_10q_h1_seed0,test,700,0.15126953332433196,-1.3567015708836145,0.13005640623839013,0.14797582618463517,0.008287251879876634,0.15800596476467577,10,1.0,0,55,43.05660637557453,440.39380288124084,1.0,0.01171875,0.023166023166023165,0.004285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39280830743176165
TFIM_10q_h1_seed1,train,1600,0.0526547593360367,-2.910869982152859,0.6808616954955112,0.06876837833520376,0.0344176267792414,0.1311040240055733,10,1.0,1,55,37.11093310056562,404.59458780288696,0.6388888888888888,0.14375,0.23469387755102042,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TFIM_10q_h1_seed1,val,500,0.05930720951983458,-2.8437211413646684,0.24993937779530254,0.0542449043115403,0.0066949324828384366,0.16169119787197542,10,1.0,1,55,37.11093310056562,404.59458780288696,1.0,0.03614457831325301,0.06976744186046512,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TFIM_10q_h1_seed1,test,700,0.15370350013424433,-1.1647036319124002,0.2436727751394728,0.14797582618463517,0.010022971900302121,0.1446821342492735,10,1.0,1,55,37.11093310056562,404.59458780288696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3701709883526529
TFIM_10q_h1_seed2,train,1600,0.051751629523108876,-2.9028055447361867,0.7127062416965859,0.06876837833520376,0.03293276567003395,0.13052019609076282,10,1.0,2,55,41.49976325579162,357.1197953224182,0.8133333333333334,0.190625,0.30886075949367087,0.046875,0.6875,0.06875,0.125,0.01,1.0,0.05,0.09523809523809523,0.0025,
TFIM_10q_h1_seed2,val,500,0.059647096064864014,-2.829682069006958,-0.019249966120773426,0.0542449043115403,0.010184288785431145,0.15715847260504914,10,1.0,2,55,41.49976325579162,357.1197953224182,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TFIM_10q_h1_seed2,test,700,0.15904270850090016,-0.6860103190277634,-0.06154763229327934,0.14797582618463517,0.012052816236871178,0.13808973881137282,10,1.0,2,55,41.49976325579162,357.1197953224182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3459629089777501
TFIM_12q_h0.2_seed0,train,1600,0.054848996721988896,-2.8371446640740543,0.6244932212819159,0.06876837833520376,0.03689784707836676,0.13082063763591306,12,0.2,0,78,37.83884255624328,3808.246069908142,0.6357142857142857,0.278125,0.3869565217391304,0.0875,0.56,0.2625,0.3574468085106383,0.046875,0.6666666666666666,0.225,0.3364485981308411,0.016875,
TFIM_12q_h0.2_seed0,val,500,0.055460658661592284,-2.8508082659688663,0.08242151377485399,0.0542449043115403,0.014641890129525567,0.1420814073728455,12,0.2,0,78,37.83884255624328,3808.246069908142,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.002,
TFIM_12q_h0.2_seed0,test,700,0.16460491893296003,-0.126189320941368,-0.07293698150636369,0.14797582618463517,0.013709942197104074,0.1245029249580159,12,0.2,0,78,37.83884255624328,3808.246069908142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30914396679544426
TFIM_12q_h0.2_seed1,train,1600,0.054276294975544384,-2.8424659924835747,0.6352468298613348,0.06876837833520376,0.037314095749314276,0.13095269142695803,12,0.2,1,78,38.55578913137861,10214.405215978622,0.6470588235294118,0.275,0.38596491228070173,0.085,0.6825396825396826,0.26875,0.38565022421524664,0.039375,0.8888888888888888,0.3,0.4485981308411215,0.016875,
TFIM_12q_h0.2_seed1,val,500,0.056355270929694994,-2.7442975489722454,0.22546453429015467,0.0542449043115403,0.017564635777325824,0.11618723780292646,12,0.2,1,78,38.55578913137861,10214.405215978622,0.5,0.03614457831325301,0.06741573033707865,0.012,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.002,
TFIM_12q_h0.2_seed1,test,700,0.16625395030886472,-0.06975918450271495,0.29967863416695895,0.14797582618463517,0.010040332719692163,0.11233349377320177,12,0.2,1,78,38.55578913137861,10214.405215978622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2869239375687499
TFIM_12q_h0.2_seed2,train,1600,0.054690429465853514,-2.8703005854639287,0.6268217052222027,0.06876837833520376,0.036493553908541296,0.1314148654001692,12,0.2,2,78,37.03237424558315,2743.5780198574066,0.608,0.2375,0.3415730337078652,0.078125,0.8571428571428571,0.15,0.2553191489361702,0.0175,1.0,0.075,0.13953488372093023,0.00375,
TFIM_12q_h0.2_seed2,val,500,0.08085079336068966,-2.7172353866921095,0.28643062732016106,0.0542449043115403,0.018792729532419696,0.1968640966012355,12,0.2,2,78,37.03237424558315,2743.5780198574066,0.19672131147540983,0.7228915662650602,0.30927835051546393,0.61,0.14705882352941177,0.2631578947368421,0.18867924528301888,0.136,0.07692307692307693,0.05,0.06060606060606061,0.026,
TFIM_12q_h0.2_seed2,test,700,0.14954106404051704,-1.5041768783546936,0.11747533179603403,0.14797582618463517,0.01683167364640777,0.16545673694342855,12,0.2,2,78,37.03237424558315,2743.5780198574066,0.4307692307692308,0.109375,0.17445482866043613,0.09285714285714286,0.5555555555555556,0.02617801047120419,0.05,0.012857142857142857,1.0,0.007042253521126761,0.013986013986013986,0.0014285714285714286,0.4202787207112438
TFIM_12q_h0.5_seed0,train,1600,0.05244300533030341,-2.9027928535608067,0.6907545747382081,0.06876837833520376,0.033819964415915414,0.13064177641031408,12,0.5,0,78,41.74183398401357,1764.7767550945282,0.6330275229357798,0.215625,0.32167832167832167,0.068125,0.45454545454545453,0.09375,0.15544041450777202,0.020625,1.0,0.05,0.09523809523809523,0.0025,
TFIM_12q_h0.5_seed0,val,500,0.06906150661840581,-2.771515864816464,-0.02693842812820046,0.0542449043115403,0.019775042466321165,0.17213951856186283,12,0.5,0,78,41.74183398401357,1764.7767550945282,0.2549019607843137,0.3132530120481928,0.2810810810810811,0.204,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.002,
TFIM_12q_h0.5_seed0,test,700,0.1575671417667116,-0.8629418082241392,-0.09855426894965334,0.14797582618463517,0.020130705744752345,0.1491372423094649,12,0.5,0,78,41.74183398401357,1764.7767550945282,0.48717948717948717,0.07421875,0.1288135593220339,0.055714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36705505858806137
TFIM_12q_h0.5_seed1,train,1600,0.05020889892469305,-2.9087421915616507,0.7068597222720504,0.06876837833520376,0.03933792319884908,0.13185809310204535,12,0.5,1,78,42.35901322015508,6262.869405031204,0.6339869281045751,0.303125,0.41014799154334036,0.095625,0.6833333333333333,0.25625,0.37272727272727274,0.0375,1.0,0.2,0.3333333333333333,0.01,
TFIM_12q_h0.5_seed1,val,500,0.053154015598692164,-2.840068012930378,0.22517404840947322,0.0542449043115403,0.01544839318150469,0.13037114928834606,12,0.5,1,78,42.35901322015508,6262.869405031204,0.5555555555555556,0.060240963855421686,0.10869565217391304,0.018,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,
TFIM_12q_h0.5_seed1,test,700,0.1627356454991586,-0.44608128097117156,0.06486192156149279,0.14797582618463517,0.010863657609120904,0.12477631497825815,12,0.5,1,78,42.35901322015508,6262.869405031204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30966512230347676
TFIM_12q_h0.5_seed2,train,1600,0.052495609459335235,-2.9085242560155855,0.6730372267810131,0.06876837833520376,0.03625487031502249,0.13188657448578966,12,0.5,2,78,38.35532567582696,1800.4426958560944,0.6842105263157895,0.08125,0.1452513966480447,0.02375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TFIM_12q_h0.5_seed2,val,500,0.08445180977523488,-2.6904177784232632,0.1861046133405779,0.0542449043115403,0.008205174854219986,0.20049862319726963,12,0.5,2,78,38.35532567582696,1800.4426958560944,0.16488222698072805,0.927710843373494,0.28,0.934,0.06666666666666667,0.02631578947368421,0.03773584905660377,0.03,0.0,0.0,0.0,0.0,
TFIM_12q_h0.5_seed2,test,700,0.1487943407362412,-1.5715134413594998,0.01038507113710242,0.14797582618463517,0.008323188143903787,0.1790473253770027,12,0.5,2,78,38.35532567582696,1800.4426958560944,0.30120481927710846,0.09765625,0.14749262536873156,0.11857142857142858,1.0,0.015706806282722512,0.030927835051546393,0.004285714285714286,0.0,0.0,0.0,0.0,0.4474209353181817
TFIM_12q_h1_seed0,train,1600,0.053250814477896403,-2.9042159016294526,0.6811546377699356,0.06876837833520376,0.03232964304430043,0.13065800365330588,12,1.0,0,78,54.09619817166152,6737.015146970749,0.6428571428571429,0.05625,0.10344827586206896,0.0175,1.0,0.00625,0.012422360248447204,0.000625,0.0,0.0,0.0,0.0,
TFIM_12q_h1_seed0,val,500,0.0797730139462793,-2.7168964550987584,-0.192567552960914,0.0542449043115403,0.011689143280053675,0.1901559279084039,12,1.0,0,78,54.09619817166152,6737.015146970749,0.11875,0.4578313253012048,0.18858560794044665,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TFIM_12q_h1_seed0,test,700,0.1513868496174224,-1.3900152340640877,0.01219654182239912,0.14797582618463517,0.01333867609906794,0.1633060772040958,12,1.0,0,78,54.09619817166152,6737.015146970749,0.3125,0.0390625,0.06944444444444445,0.045714285714285714,0.0,0.0,0.0,0.004285714285714286,0.0,0.0,0.0,0.0,0.40873545259303495
TFIM_12q_h1_seed1,train,1600,0.04789653207139137,-2.9541022284712466,0.7537390144949914,0.06876837833520376,0.038266915688223886,0.13192663420256093,12,1.0,1,78,53.81135069751018,10558.675040006638,0.7230769230769231,0.29375,0.4177777777777778,0.08125,0.6666666666666666,0.125,0.21052631578947367,0.01875,0.8333333333333334,0.0625,0.11627906976744186,0.00375,
TFIM_12q_h1_seed1,val,500,0.06471516503308491,-2.8124161433410677,0.14503765981537528,0.0542449043115403,0.006686488564483818,0.17115552477876383,12,1.0,1,78,53.81135069751018,10558.675040006638,0.3125,0.060240963855421686,0.10101010101010101,0.032,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,
TFIM_12q_h1_seed1,test,700,0.15066788471910497,-1.4245833338884613,0.03452699777012154,0.14797582618463517,0.0029258417090305393,0.16443364156732515,12,1.0,1,78,53.81135069751018,10558.675040006638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4085022743930781
TFIM_12q_h1_seed2,train,1600,0.0532113073005785,-2.9057876567077754,0.6671287107820261,0.06876837833520376,0.03464119954210598,0.13116023646558314,12,1.0,2,78,53.57508269505837,6645.7946600914,0.4473684210526316,0.10625,0.1717171717171717,0.0475,0.5,0.0125,0.024390243902439025,0.0025,0.0,0.0,0.0,0.0,
TFIM_12q_h1_seed2,val,500,0.059455172564181195,-2.838049099258746,0.07810718691464551,0.0542449043115403,0.007800953020198157,0.15946328497831644,12,1.0,2,78,53.57508269505837,6645.7946600914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TFIM_12q_h1_seed2,test,700,0.15724916943762737,-0.8829744479218589,0.029513647029569507,0.14797582618463517,0.007028682869643323,0.13984712857603107,12,1.0,2,78,53.57508269505837,6645.7946600914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35060692281965017
