run_tag,scalar,lookback,delta_min,delta_max,split,task,raw_rmse,raw_plus_rydberg_rmse,delta_rmse,raw_corr,raw_plus_rydberg_corr,delta_corr,raw_precision,raw_plus_rydberg_precision,delta_precision,raw_recall,raw_plus_rydberg_recall,delta_recall,raw_f1,raw_plus_rydberg_f1,delta_f1,raw_average_precision,raw_plus_rydberg_average_precision,delta_average_precision,raw_roc_auc,raw_plus_rydberg_roc_auc,delta_roc_auc,rydberg_only_rmse,rydberg_only_corr,rydberg_only_f1,rydberg_only_average_precision,rydberg_only_roc_auc
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,test,regression,0.0975784682510448,0.0968241374429085,-0.0007543308081362915,0.606232921773272,0.6113859251578969,0.005153003384624877,,,,,,,,,,,,,,,,0.1241301554248537,0.1789352272933484,,,
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,train,q90_warning,,,,,,,0.5959409594095941,0.6808118081180812,0.08487084870848705,0.5959409594095941,0.6808118081180812,0.08487084870848705,0.5959409594095941,0.6808118081180812,0.08487084870848705,0.6658935124453147,0.761542339138777,0.09564882669346231,0.9137498362465668,0.9637731971409598,0.050023360894392965,,,0.544280442804428,0.5434154188782615,0.915603752282136
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,train,q95_crisis,,,,,,,0.5830258302583026,0.6863468634686347,0.10332103321033215,0.5830258302583026,0.6863468634686347,0.10332103321033215,0.5830258302583026,0.6863468634686347,0.10332103321033215,0.6138145227517444,0.7766228442042712,0.16280832145252677,0.9176355643805272,0.9831566744905398,0.0655211101100126,,,0.5461254612546126,0.5798443544958356,0.9593418047321998
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,train,regression,0.0607443483737426,0.0584330455852602,-0.0023113027884824056,0.7919806483841093,0.8097181222177741,0.017737473833664752,,,,,,,,,,,,,,,,0.0854406778240492,0.5110543126850126,,,
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,val,q90_warning,,,,,,,0.0526315789473684,0.05,-0.0026315789473683945,0.03125,0.0625,0.03125,0.0392156862745098,0.0555555555555555,0.016339869281045694,0.0787823526373022,0.075035213608654,-0.0037471390286481915,0.7379488031914894,0.8046875,0.06673869680851063,,,0.0291970802919708,0.0436524053988892,0.6917109929078014
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,val,q95_crisis,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,val,regression,0.053271557555027,0.0549470072327511,0.0016754496777241015,0.5338278237660281,0.5158950297415967,-0.017932794024431375,,,,,,,,,,,,,,,,0.0799562504017185,0.182574930622194,,,
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,test,q90_warning,,,,,,,0.4491017964071856,0.4434782608695652,-0.0056235355376204055,0.5813953488372093,0.3953488372093023,-0.18604651162790703,0.5067567567567568,0.4180327868852459,-0.08872396987151088,0.5276358945367126,0.4473111407490008,-0.08032475378771176,0.83331079862989,0.7977735712998018,-0.03553722733008824,,,0.2572614107883817,0.1849117310636414,0.6404963644011779
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,test,q95_crisis,,,,,,,0.4117647058823529,0.390625,-0.02113970588235292,0.5490196078431373,0.4901960784313725,-0.05882352941176483,0.4705882352941176,0.4347826086956521,-0.03580562659846548,0.5687757512830329,0.5343881051533743,-0.03438764612965861,0.7575693340399224,0.8188482600247305,0.06127892598480811,,,0.0,0.0542036600728315,0.6236707295530826
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,test,regression,0.0975784682510448,0.0987011321996956,0.0011226639486508067,0.606232921773272,0.5947890618115678,-0.011443859961704272,,,,,,,,,,,,,,,,0.1265390339238656,0.1441403575570257,,,
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,train,q90_warning,,,,,,,0.5959409594095941,0.7011070110701108,0.10516605166051662,0.5959409594095941,0.7011070110701108,0.10516605166051662,0.5959409594095941,0.7011070110701108,0.10516605166051662,0.6658935124453147,0.7875794688794704,0.1216859564341557,0.9137498362465668,0.9717230950269692,0.05797325878040238,,,0.5239852398523985,0.55019731772943,0.9258526347832736
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,train,q95_crisis,,,,,,,0.5830258302583026,0.7158671586715867,0.1328413284132841,0.5830258302583026,0.7158671586715867,0.1328413284132841,0.5830258302583026,0.7158671586715867,0.1328413284132841,0.6138145227517444,0.798376777785151,0.18456225503340662,0.9176355643805272,0.985525356808778,0.06788979242825077,,,0.5239852398523985,0.56459833346912,0.9566115791406749
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,train,regression,0.0607443483737426,0.0590719147784779,-0.0016724335952646996,0.7919806483841093,0.8048913726735748,0.012910724289465492,,,,,,,,,,,,,,,,0.0856417164676286,0.5085100291685228,,,
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,val,q90_warning,,,,,,,0.0526315789473684,0.2272727272727272,0.17464114832535882,0.03125,0.15625,0.125,0.0392156862745098,0.1851851851851851,0.1459694989106753,0.0787823526373022,0.1285262875432548,0.049743934905952594,0.7379488031914894,0.707529920212766,-0.030418882978723416,,,0.0,0.0303348545081348,0.5647440159574468
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,val,q95_crisis,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,
scalar-vix_rv_spread__lb-40__delta-0p4-1p1,vix_rv_spread,40,0.4,1.1,val,regression,0.053271557555027,0.056148316704836,0.002876759149808998,0.5338278237660281,0.4915166829800383,-0.0423111407859898,,,,,,,,,,,,,,,,0.0813135700125344,0.1546418529146414,,,
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,test,q90_warning,,,,,,,0.4491017964071856,0.5213675213675214,0.07226572496033579,0.5813953488372093,0.4728682170542636,-0.10852713178294576,0.5067567567567568,0.4959349593495935,-0.010821797407163325,0.5276358945367126,0.4835137578874174,-0.04412213664929515,0.83331079862989,0.8091836428099273,-0.02412715581996272,,,0.2444444444444444,0.1858065288944598,0.610051980049276
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,test,q95_crisis,,,,,,,0.4117647058823529,0.4363636363636363,0.024598930481283365,0.5490196078431373,0.4705882352941176,-0.07843137254901972,0.4705882352941176,0.4528301886792453,-0.01775804661487229,0.5687757512830329,0.5057840680556083,-0.06299168322742466,0.7575693340399224,0.806924571630454,0.04935523759053151,,,0.0,0.0492905883467953,0.573679561914856
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,test,regression,0.0975784682510448,0.0986610082718641,0.0010825400208192976,0.606232921773272,0.5945373755277266,-0.011695546245545474,,,,,,,,,,,,,,,,0.1257874802783879,0.1449458934171807,,,
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,train,q90_warning,,,,,,,0.5959409594095941,0.7047970479704797,0.10885608856088558,0.5959409594095941,0.7047970479704797,0.10885608856088558,0.5959409594095941,0.7047970479704797,0.10885608856088558,0.6658935124453147,0.7899339505542587,0.12404043810894405,0.9137498362465668,0.9696679421134454,0.05591810586687862,,,0.551660516605166,0.599744040442078,0.9315037373644824
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,train,q95_crisis,,,,,,,0.5830258302583026,0.7343173431734318,0.1512915129151292,0.5830258302583026,0.7343173431734318,0.1512915129151292,0.5830258302583026,0.7343173431734318,0.1512915129151292,0.6138145227517444,0.8256133822250222,0.2117988594732778,0.9176355643805272,0.9874191549069457,0.06978359052641847,,,0.6346863468634686,0.6711847823208961,0.9693993790637752
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,train,regression,0.0607443483737426,0.0583414490671232,-0.0024028993066194035,0.7919806483841093,0.8104199566707154,0.018439308286606115,,,,,,,,,,,,,,,,0.0842164085013823,0.5341019355557474,,,
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,val,q90_warning,,,,,,,0.0526315789473684,0.1470588235294117,0.0944272445820433,0.03125,0.15625,0.125,0.0392156862745098,0.1515151515151515,0.11229946524064169,0.0787823526373022,0.0827629258639048,0.003980573226602599,0.7379488031914894,0.777094414893617,0.0391456117021276,,,0.0,0.0332597949435405,0.6147218528368794
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,val,q95_crisis,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,
scalar-vix_rv_spread__lb-40__delta-0p55-1p25,vix_rv_spread,40,0.55,1.25,val,regression,0.053271557555027,0.0553641580477053,0.002092600492678301,0.5338278237660281,0.5099232557786866,-0.02390456798734153,,,,,,,,,,,,,,,,0.078387422703234,0.1875019812086781,,,
