run_tag,scalar,lookback,delta_min,delta_max,model,split,n,task,rmse,corr,actual_std,pred_std,precision,recall,f1,positive_rate,average_precision,roc_auc
scalar-rv_accel_log_5_20__lb-40__delta-0p55-1p25,rv_accel_log_5_20,40,0.55,1.25,raw_last_baseline,test,1161,regression,0.0971136059929947,0.6099763037817262,0.1217158402277649,0.085480382647545,,,,,,
scalar-rv_accel_log_5_20__lb-40__delta-0p55-1p25,rv_accel_log_5_20,40,0.55,1.25,raw_last_baseline,test,1161,q90_warning,,,,,0.4470588235294118,0.5891472868217055,0.5083612040133779,0.1464254952627045,0.5231434911171594,0.8361051018568595
scalar-rv_accel_log_5_20__lb-40__delta-0p55-1p25,rv_accel_log_5_20,40,0.55,1.25,raw_last_baseline,test,1161,q95_crisis,,,,,0.4393939393939394,0.5686274509803921,0.4957264957264957,0.0568475452196382,0.5689691582542981,0.7476594241300124
scalar-rv_accel_log_5_20__lb-40__delta-0p55-1p25,rv_accel_log_5_20,40,0.55,1.25,rydberg_temporal_features,train,5415,regression,0.0879693915235301,0.4691822723352284,0.0992926147333993,0.0395239641467152,,,,,,
scalar-rv_accel_log_5_20__lb-40__delta-0p55-1p25,rv_accel_log_5_20,40,0.55,1.25,rydberg_temporal_features,train,5415,q90_warning,,,,,0.3985239852398524,0.3985239852398524,0.3985239852398524,0.1000923361034164,0.3676363605423987,0.8545354589601714
scalar-rv_accel_log_5_20__lb-40__delta-0p55-1p25,rv_accel_log_5_20,40,0.55,1.25,rydberg_temporal_features,train,5415,q95_crisis,,,,,0.4428044280442804,0.4428044280442804,0.4428044280442804,0.0500461680517082,0.363204434917299,0.9409938422867898
scalar-rv_accel_log_5_20__lb-40__delta-0p55-1p25,rv_accel_log_5_20,40,0.55,1.25,rydberg_temporal_features,val,1160,regression,0.0654340266893052,0.2163518743151214,0.0615929410808625,0.0280023508565977,,,,,,
scalar-rv_accel_log_5_20__lb-40__delta-0p55-1p25,rv_accel_log_5_20,40,0.55,1.25,rydberg_temporal_features,val,1160,q90_warning,,,,,0.0655737704918032,0.25,0.1038961038961039,0.1051724137931034,0.0542399535282086,0.56072695035461
scalar-rv_accel_log_5_20__lb-40__delta-0p55-1p25,rv_accel_log_5_20,40,0.55,1.25,rydberg_temporal_features,val,1160,q95_crisis,,,,,0.0,0.0,0.0,0.0034482758620689,,
scalar-rv_accel_log_5_20__lb-40__delta-0p55-1p25,rv_accel_log_5_20,40,0.55,1.25,rydberg_temporal_features,test,1161,regression,0.1085990784264249,0.5036496384720022,0.1217158402277649,0.0358891794419891,,,,,,
scalar-rv_accel_log_5_20__lb-40__delta-0p55-1p25,rv_accel_log_5_20,40,0.55,1.25,rydberg_temporal_features,test,1161,q90_warning,,,,,0.25,0.3178294573643411,0.2798634812286689,0.1412575366063738,0.3650695848853245,0.6225587404603089
scalar-rv_accel_log_5_20__lb-40__delta-0p55-1p25,rv_accel_log_5_20,40,0.55,1.25,rydberg_temporal_features,test,1161,q95_crisis,,,,,0.6585365853658537,0.5294117647058824,0.5869565217391305,0.0353143841515934,0.5533745724582607,0.7826002473061296
scalar-rv_accel_log_5_20__lb-40__delta-0p55-1p25,rv_accel_log_5_20,40,0.55,1.25,raw_plus_rydberg_temporal,train,5415,regression,0.0593714407669417,0.8025734497574223,0.0992926147333993,0.0756424456160225,,,,,,
scalar-rv_accel_log_5_20__lb-40__delta-0p55-1p25,rv_accel_log_5_20,40,0.55,1.25,raw_plus_rydberg_temporal,train,5415,q90_warning,,,,,0.6402214022140221,0.6402214022140221,0.6402214022140221,0.1000923361034164,0.7380843150231625,0.9556790447855228
scalar-rv_accel_log_5_20__lb-40__delta-0p55-1p25,rv_accel_log_5_20,40,0.55,1.25,raw_plus_rydberg_temporal,train,5415,q95_crisis,,,,,0.6568265682656826,0.6568265682656826,0.6568265682656826,0.0500461680517082,0.729924805112585,0.9793970548570184
scalar-rv_accel_log_5_20__lb-40__delta-0p55-1p25,rv_accel_log_5_20,40,0.55,1.25,raw_plus_rydberg_temporal,val,1160,regression,0.0551111972046572,0.4806995316264495,0.0615929410808625,0.040356542228335,,,,,,
scalar-rv_accel_log_5_20__lb-40__delta-0p55-1p25,rv_accel_log_5_20,40,0.55,1.25,raw_plus_rydberg_temporal,val,1160,q90_warning,,,,,0.0,0.0,0.0,0.0129310344827586,0.0654996877730955,0.7181682180851063
scalar-rv_accel_log_5_20__lb-40__delta-0p55-1p25,rv_accel_log_5_20,40,0.55,1.25,raw_plus_rydberg_temporal,val,1160,q95_crisis,,,,,0.0,0.0,0.0,0.0,,
scalar-rv_accel_log_5_20__lb-40__delta-0p55-1p25,rv_accel_log_5_20,40,0.55,1.25,raw_plus_rydberg_temporal,test,1161,regression,0.0969924954342615,0.6116060755628302,0.1217158402277649,0.085351911981468,,,,,,
scalar-rv_accel_log_5_20__lb-40__delta-0p55-1p25,rv_accel_log_5_20,40,0.55,1.25,raw_plus_rydberg_temporal,test,1161,q90_warning,,,,,0.3161290322580645,0.3798449612403101,0.3450704225352112,0.1335055986218777,0.3967118336352341,0.6877291028183402
scalar-rv_accel_log_5_20__lb-40__delta-0p55-1p25,rv_accel_log_5_20,40,0.55,1.25,raw_plus_rydberg_temporal,test,1161,q95_crisis,,,,,0.5897435897435898,0.4509803921568627,0.5111111111111111,0.0335917312661498,0.5056101454509976,0.7303833245009714
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,raw_last_baseline,train,5436,regression,0.0606344373124197,0.7924852238129271,0.0992201990193862,0.0748031180485479,,,,,,
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,raw_last_baseline,train,5436,q90_warning,,,,,0.5992647058823529,0.5992647058823529,0.5992647058823529,0.1000735835172921,0.6669125123298787,0.9144653185272472
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,raw_last_baseline,train,5436,q95_crisis,,,,,0.5845588235294118,0.5845588235294118,0.5845588235294118,0.050036791758646,0.6151442048327229,0.918431334578758
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,raw_last_baseline,val,1164,regression,0.0528434871271915,0.5366584532138681,0.0611704585281584,0.0426132417629775,,,,,,
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,raw_last_baseline,val,1164,q90_warning,,,,,0.0526315789473684,0.03125,0.0392156862745098,0.0163230240549828,0.0785333211707838,0.7366662985865724
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,raw_last_baseline,val,1164,q95_crisis,,,,,0.0,0.0,0.0,0.0085910652920962,,
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,raw_last_baseline,test,1166,regression,0.0975682437043607,0.6048751507581102,0.1215041200648765,0.0859575300662132,,,,,,
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,raw_last_baseline,test,1166,q90_warning,,,,,0.4550898203592814,0.5846153846153846,0.5117845117845118,0.1432246998284734,0.5339186454094068,0.8353801603801604
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,raw_last_baseline,test,1166,q95_crisis,,,,,0.4117647058823529,0.5490196078431373,0.4705882352941176,0.0583190394511149,0.5687793257252067,0.7568627450980392
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,rydberg_temporal_features,train,5436,regression,0.092746325390417,0.3568537971635684,0.0992201990193862,0.0321061884550132,,,,,,
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,rydberg_temporal_features,train,5436,q90_warning,,,,,0.3566176470588235,0.3566176470588235,0.3566176470588235,0.1000735835172921,0.2822214879081567,0.8052969884805926
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,rydberg_temporal_features,train,5436,q95_crisis,,,,,0.1544117647058823,0.1544117647058823,0.1544117647058823,0.050036791758646,0.1537218519683507,0.8381050086572196
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,rydberg_temporal_features,val,1164,regression,0.074470137143934,0.2737510750425296,0.0611704585281584,0.0356365941100148,,,,,,
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,rydberg_temporal_features,val,1164,q90_warning,,,,,0.0,0.0,0.0,0.1357388316151202,0.0373051178868088,0.6529372791519434
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,rydberg_temporal_features,val,1164,q95_crisis,,,,,0.0,0.0,0.0,0.0584192439862542,,
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,rydberg_temporal_features,test,1166,regression,0.1204303020277197,0.1915089352388859,0.1215041200648765,0.0354635835305166,,,,,,
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,rydberg_temporal_features,test,1166,q90_warning,,,,,0.1958041958041958,0.2153846153846154,0.2051282051282051,0.1226415094339622,0.1563856888981309,0.6304648054648054
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,rydberg_temporal_features,test,1166,q95_crisis,,,,,0.0178571428571428,0.0196078431372549,0.0186915887850467,0.0480274442538593,0.0492048945743309,0.5738855183328937
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,raw_plus_rydberg_temporal,train,5436,regression,0.0596486683549283,0.8001597815072994,0.0992201990193862,0.075341403617065,,,,,,
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,raw_plus_rydberg_temporal,train,5436,q90_warning,,,,,0.6378676470588235,0.6378676470588235,0.6378676470588235,0.1000735835172921,0.724693631216535,0.949021662017219
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,raw_plus_rydberg_temporal,train,5436,q95_crisis,,,,,0.5955882352941176,0.5955882352941176,0.5955882352941176,0.050036791758646,0.6764357245262124,0.970976243905773
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,raw_plus_rydberg_temporal,val,1164,regression,0.0521097587059064,0.5536012838115325,0.0611704585281584,0.0434480964864963,,,,,,
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,raw_plus_rydberg_temporal,val,1164,q90_warning,,,,,0.24,0.1875,0.2105263157894736,0.0214776632302405,0.1093072205133258,0.7792071554770318
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,raw_plus_rydberg_temporal,val,1164,q95_crisis,,,,,0.0,0.0,0.0,0.0154639175257731,,
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,raw_plus_rydberg_temporal,test,1166,regression,0.0982996531464495,0.5981881935252649,0.1215041200648765,0.0860856930603116,,,,,,
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,raw_plus_rydberg_temporal,test,1166,q90_warning,,,,,0.4277456647398844,0.5692307692307692,0.4884488448844885,0.1483704974271012,0.5188667381078446,0.8169438669438669
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,raw_plus_rydberg_temporal,test,1166,q95_crisis,,,,,0.3292682926829268,0.5294117647058824,0.4060150375939849,0.0703259005145797,0.5446193915009937,0.8164424514200299
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,raw_last_baseline,train,5436,regression,0.0606344373124197,0.7924852238129271,0.0992201990193862,0.0748031180485479,,,,,,
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,raw_last_baseline,train,5436,q90_warning,,,,,0.5992647058823529,0.5992647058823529,0.5992647058823529,0.1000735835172921,0.6669125123298787,0.9144653185272472
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,raw_last_baseline,train,5436,q95_crisis,,,,,0.5845588235294118,0.5845588235294118,0.5845588235294118,0.050036791758646,0.6151442048327229,0.918431334578758
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,raw_last_baseline,val,1164,regression,0.0528434871271915,0.5366584532138681,0.0611704585281584,0.0426132417629775,,,,,,
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,raw_last_baseline,val,1164,q90_warning,,,,,0.0526315789473684,0.03125,0.0392156862745098,0.0163230240549828,0.0785333211707838,0.7366662985865724
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,raw_last_baseline,val,1164,q95_crisis,,,,,0.0,0.0,0.0,0.0085910652920962,,
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,raw_last_baseline,test,1166,regression,0.0975682437043607,0.6048751507581102,0.1215041200648765,0.0859575300662132,,,,,,
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,raw_last_baseline,test,1166,q90_warning,,,,,0.4550898203592814,0.5846153846153846,0.5117845117845118,0.1432246998284734,0.5339186454094068,0.8353801603801604
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,raw_last_baseline,test,1166,q95_crisis,,,,,0.4117647058823529,0.5490196078431373,0.4705882352941176,0.0583190394511149,0.5687793257252067,0.7568627450980392
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,rydberg_temporal_features,train,5436,regression,0.0929315282901031,0.3515818082833186,0.0992201990193862,0.0319658500632933,,,,,,
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,rydberg_temporal_features,train,5436,q90_warning,,,,,0.3235294117647059,0.3235294117647059,0.3235294117647059,0.1000735835172921,0.2795690986870577,0.7836727354985329
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,rydberg_temporal_features,train,5436,q95_crisis,,,,,0.1948529411764706,0.1948529411764706,0.1948529411764706,0.050036791758646,0.1611732444152034,0.8063893983232331
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,rydberg_temporal_features,val,1164,regression,0.073733729067409,0.2538216207732473,0.0611704585281584,0.0350894792960714,,,,,,
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,rydberg_temporal_features,val,1164,q90_warning,,,,,0.0,0.0,0.0,0.1159793814432989,0.0393279480517653,0.668672703180212
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,rydberg_temporal_features,val,1164,q95_crisis,,,,,0.0,0.0,0.0,0.0532646048109965,,
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,rydberg_temporal_features,test,1166,regression,0.1207256965109304,0.1850824123199115,0.1215041200648765,0.0349973494435086,,,,,,
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,rydberg_temporal_features,test,1166,q90_warning,,,,,0.2167832167832167,0.2384615384615384,0.2271062271062271,0.1226415094339622,0.161308898971304,0.6357365607365607
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,rydberg_temporal_features,test,1166,q95_crisis,,,,,0.0144927536231884,0.0196078431372549,0.0166666666666666,0.0591766723842195,0.0483832275858364,0.5717576716785369
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,raw_plus_rydberg_temporal,train,5436,regression,0.0595376441049697,0.8009802977521758,0.0992201990193862,0.0754598996194716,,,,,,
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,raw_plus_rydberg_temporal,train,5436,q90_warning,,,,,0.6341911764705882,0.6341911764705882,0.6341911764705882,0.1000735835172921,0.7204075762141459,0.9471169165744792
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,raw_plus_rydberg_temporal,train,5436,q95_crisis,,,,,0.5955882352941176,0.5955882352941176,0.5955882352941176,0.050036791758646,0.679212475571511,0.9685734382831368
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,raw_plus_rydberg_temporal,val,1164,regression,0.0527362067408504,0.5411036666195457,0.0611704585281584,0.0436811962681054,,,,,,
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,raw_plus_rydberg_temporal,val,1164,q90_warning,,,,,0.2,0.1875,0.1935483870967742,0.0257731958762886,0.1307072732551815,0.8374282243816255
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,raw_plus_rydberg_temporal,val,1164,q95_crisis,,,,,0.0,0.0,0.0,0.0163230240549828,,
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,raw_plus_rydberg_temporal,test,1166,regression,0.098340403543791,0.597229134410871,0.1215041200648765,0.085617198049093,,,,,,
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,raw_plus_rydberg_temporal,test,1166,q90_warning,,,,,0.406060606060606,0.5153846153846153,0.4542372881355932,0.1415094339622641,0.4800293454359531,0.7832343332343332
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,raw_plus_rydberg_temporal,test,1166,q95_crisis,,,,,0.2747252747252747,0.4901960784313725,0.352112676056338,0.0780445969125214,0.4781651920576925,0.7946364195902574
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,raw_last_baseline,train,5436,regression,0.0606344373124197,0.7924852238129271,0.0992201990193862,0.0748031180485479,,,,,,
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,raw_last_baseline,train,5436,q90_warning,,,,,0.5992647058823529,0.5992647058823529,0.5992647058823529,0.1000735835172921,0.6669125123298787,0.9144653185272472
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,raw_last_baseline,train,5436,q95_crisis,,,,,0.5845588235294118,0.5845588235294118,0.5845588235294118,0.050036791758646,0.6151442048327229,0.918431334578758
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,raw_last_baseline,val,1164,regression,0.0528434871271915,0.5366584532138681,0.0611704585281584,0.0426132417629775,,,,,,
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,raw_last_baseline,val,1164,q90_warning,,,,,0.0526315789473684,0.03125,0.0392156862745098,0.0163230240549828,0.0785333211707838,0.7366662985865724
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,raw_last_baseline,val,1164,q95_crisis,,,,,0.0,0.0,0.0,0.0085910652920962,,
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,raw_last_baseline,test,1166,regression,0.0975682437043607,0.6048751507581102,0.1215041200648765,0.0859575300662132,,,,,,
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,raw_last_baseline,test,1166,q90_warning,,,,,0.4550898203592814,0.5846153846153846,0.5117845117845118,0.1432246998284734,0.5339186454094068,0.8353801603801604
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,raw_last_baseline,test,1166,q95_crisis,,,,,0.4117647058823529,0.5490196078431373,0.4705882352941176,0.0583190394511149,0.5687793257252067,0.7568627450980392
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,rydberg_temporal_features,train,5436,regression,0.0930854619506567,0.3472063974495589,0.0992201990193862,0.0317946842111576,,,,,,
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,rydberg_temporal_features,train,5436,q90_warning,,,,,0.2977941176470588,0.2977941176470588,0.2977941176470588,0.1000735835172921,0.2458078466937527,0.781784523652061
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,rydberg_temporal_features,train,5436,q95_crisis,,,,,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.050036791758646,0.1466905796171503,0.8207086959493325
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,rydberg_temporal_features,val,1164,regression,0.0747548391118824,0.2353779083899086,0.0611704585281584,0.034840498448596,,,,,,
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,rydberg_temporal_features,val,1164,q90_warning,,,,,0.0341880341880341,0.125,0.0536912751677852,0.1005154639175257,0.0351197498446119,0.6027771643109541
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,rydberg_temporal_features,val,1164,q95_crisis,,,,,0.0,0.0,0.0,0.0403780068728522,,
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,rydberg_temporal_features,test,1166,regression,0.1201203985001115,0.2050078477599517,0.1215041200648765,0.0362615502194637,,,,,,
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,rydberg_temporal_features,test,1166,q90_warning,,,,,0.1904761904761904,0.2153846153846154,0.2021660649819494,0.1260720411663808,0.1608369733044085,0.597052272052272
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,rydberg_temporal_features,test,1166,q95_crisis,,,,,0.0652173913043478,0.0588235294117647,0.0618556701030927,0.039451114922813,0.0534448441576151,0.571142178844632
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,raw_plus_rydberg_temporal,train,5436,regression,0.0599365960823617,0.7979170050010057,0.0992201990193862,0.0752255191282701,,,,,,
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,raw_plus_rydberg_temporal,train,5436,q90_warning,,,,,0.625,0.625,0.625,0.1000735835172921,0.7128004932700698,0.9473882178586888
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,raw_plus_rydberg_temporal,train,5436,q95_crisis,,,,,0.5845588235294118,0.5845588235294118,0.5845588235294118,0.050036791758646,0.6694488171458833,0.9676714072538388
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,raw_plus_rydberg_temporal,val,1164,regression,0.0523815029886621,0.5459178817995132,0.0611704585281584,0.0432476466270921,,,,,,
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,raw_plus_rydberg_temporal,val,1164,q90_warning,,,,,0.2692307692307692,0.21875,0.2413793103448276,0.0223367697594501,0.1421677429502557,0.7978412102473498
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,raw_plus_rydberg_temporal,val,1164,q95_crisis,,,,,0.0,0.0,0.0,0.0068728522336769,,
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,raw_plus_rydberg_temporal,test,1166,regression,0.0984292216703105,0.5974121413729137,0.1215041200648765,0.0863369475429464,,,,,,
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,raw_plus_rydberg_temporal,test,1166,q90_warning,,,,,0.3764705882352941,0.4923076923076923,0.4266666666666667,0.1457975986277873,0.4693207728058917,0.783026433026433
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,raw_plus_rydberg_temporal,test,1166,q95_crisis,,,,,0.2916666666666667,0.4117647058823529,0.3414634146341463,0.0617495711835334,0.4478558127426036,0.7648993229578828
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,raw_last_baseline,train,5429,regression,0.0606694091862891,0.7923623812887689,0.0992511268483232,0.0748100618186624,,,,,,
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,raw_last_baseline,train,5429,q90_warning,,,,,0.5966850828729282,0.5966850828729282,0.5966850828729282,0.1000184195984527,0.6658422227276323,0.9140461452988168
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,raw_last_baseline,train,5429,q95_crisis,,,,,0.5845588235294118,0.5845588235294118,0.5845588235294118,0.0501013077914901,0.6151569675791164,0.918254314523948
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,raw_last_baseline,val,1163,regression,0.0530718443470894,0.5338039348070313,0.0613204862386084,0.0425804930499685,,,,,,
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,raw_last_baseline,val,1163,q90_warning,,,,,0.0526315789473684,0.03125,0.0392156862745098,0.0163370593293207,0.0788668665095815,0.7381741821396993
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,raw_last_baseline,val,1163,q95_crisis,,,,,0.0,0.0,0.0,0.0085984522785898,,
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,raw_last_baseline,test,1164,regression,0.0975331973553034,0.605748731792924,0.1215856547648024,0.0859861598090113,,,,,,
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,raw_last_baseline,test,1164,q90_warning,,,,,0.4550898203592814,0.5846153846153846,0.5117845117845118,0.1434707903780068,0.5338600959271201,0.8353444427912513
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,raw_last_baseline,test,1164,q95_crisis,,,,,0.4057971014492754,0.5490196078431373,0.4666666666666667,0.0592783505154639,0.5688146066626221,0.7569191198491976
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,rydberg_temporal_features,train,5429,regression,0.0899052751585008,0.4257479420237995,0.0992511268483232,0.0380442258688895,,,,,,
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,rydberg_temporal_features,train,5429,q90_warning,,,,,0.4051565377532228,0.4051565377532228,0.4051565377532228,0.1000184195984527,0.3883699091926206,0.8720009588790162
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,rydberg_temporal_features,train,5429,q95_crisis,,,,,0.3125,0.3125,0.3125,0.0501013077914901,0.2939399764515647,0.9053798948316965
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,rydberg_temporal_features,val,1163,regression,0.0760837551704506,0.2650382815879514,0.0613204862386084,0.0404572477561169,,,,,,
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,rydberg_temporal_features,val,1163,q90_warning,,,,,0.0283018867924528,0.09375,0.0434782608695652,0.0911435941530524,0.0494834359645365,0.7403569849690539
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,rydberg_temporal_features,val,1163,q95_crisis,,,,,0.0,0.0,0.0,0.0662080825451418,,
